UID2021,UTMX,UTMY,LatinName,CommonName,SpeciesID,PositionSt,lat,long
535,453916.71000000000,4942268.92000000000,,,0,Need species ID,44.63229869280,-63.58099567390
536,453918.16000000000,4942271.12000000000,,,0,Need species ID,44.63231859030,-63.58097759150
537,453915.95000000000,4942274.46000000000,,,0,Need species ID,44.63234851540,-63.58100575270
538,453914.66000000000,4942273.72000000000,,,0,Need species ID,44.63234177120,-63.58102194910
539,453912.04000000000,4942270.11000000000,,,0,Need species ID,44.63230910570,-63.58105465480
540,453910.25000000000,4942270.81000000000,,,0,Need species ID,44.63231529240,-63.58107728400
541,453909.98000000000,4942270.53000000000,,,0,Need species ID,44.63231275450,-63.58108066270
542,453909.09000000000,4942269.53000000000,,,0,Need species ID,44.63230369530,-63.58109179300
543,453918.25000000000,4942257.96000000000,,,0,Need species ID,44.63220012920,-63.58097527500
544,453923.98000000000,4942250.18000000000,,,0,Need species ID,44.63213046070,-63.58090233910
545,453919.01000000000,4942244.07000000000,,,0,Need species ID,44.63207513950,-63.58096444630
546,453934.51000000000,4942183.95000000000,,,0,Need species ID,44.63153493030,-63.58076364310
547,453934.26000000000,4942174.09000000000,,,0,Need species ID,44.63144615410,-63.58076590960
548,453922.87000000000,4942170.50000000000,,,0,Need species ID,44.63141310650,-63.58090917730
549,453919.10000000000,4942163.60000000000,,,0,Need species ID,44.63135075060,-63.58095608480
550,453914.60000000000,4942158.21000000000,,,0,Need species ID,44.63130194100,-63.58101233070
551,453914.30000000000,4942162.72000000000,,,0,Need species ID,44.63134252100,-63.58101651770
552,453911.39000000000,4942147.51000000000,,,0,Need species ID,44.63120541320,-63.58105183690
553,453907.30000000000,4942146.47000000000,,,0,Need species ID,44.63119578870,-63.58110330460
554,453900.79000000000,4942151.83000000000,,,0,Need species ID,44.63124362210,-63.58118585530
555,453891.35000000000,4942153.93000000000,,,0,Need species ID,44.63126192070,-63.58130505070
556,453886.47000000000,4942153.70000000000,,,0,Need species ID,44.63125953710,-63.58136655040
557,453885.86000000000,4942148.26000000000,,,0,Need species ID,44.63121052680,-63.58137375160
558,453933.27000000000,4942138.76000000000,,,0,Need species ID,44.63112804830,-63.58077521830
559,453928.49000000000,4942144.76000000000,,,0,Need species ID,44.63118175410,-63.58083601660
560,453932.67000000000,4942120.67000000000,,,0,Need species ID,44.63096516280,-63.58078115820
561,453944.03000000000,4942172.34000000000,,,0,Need species ID,44.63143102680,-63.58064258520
562,453945.18000000000,4942162.86000000000,,,0,Need species ID,44.63134576110,-63.58062723660
563,453946.22000000000,4942155.62000000000,,,0,Need species ID,44.63128065290,-63.58061347590
564,453949.78000000000,4942147.88000000000,,,0,Need species ID,44.63121120520,-63.58056790160
565,453957.40000000000,4942135.47000000000,,,0,Need species ID,44.63109997810,-63.58047072550
566,453960.96000000000,4942127.59000000000,,,0,Need species ID,44.63102927000,-63.58042513890
567,453963.07000000000,4942120.89000000000,,,0,Need species ID,44.63096909150,-63.58039793790
568,453854.94000000000,4942123.02000000000,,,0,Need species ID,44.63098133020,-63.58176127870
569,453839.97000000000,4942118.32000000000,,,0,Need species ID,44.63093805910,-63.58194957640
570,453841.47000000000,4942145.11000000000,,,0,Need species ID,44.63117932030,-63.58193307650
571,453835.21000000000,4942165.13000000000,,,0,Need species ID,44.63135913910,-63.58201379510
572,453829.07000000000,4942182.41000000000,,,0,Need species ID,44.63151430000,-63.58209275490
573,453821.08000000000,4942182.11000000000,,,0,Need species ID,44.63151108590,-63.58219345540
574,453840.83000000000,4942187.25000000000,,,0,Need species ID,44.63155862540,-63.58194493560
575,453795.87000000000,4942176.81000000000,,,0,Need species ID,44.63146175450,-63.58251079290
576,453800.27000000000,4942170.85000000000,,,0,Need species ID,44.63140838520,-63.58245478690
577,453806.88000000000,4942160.38000000000,,,0,Need species ID,44.63131455880,-63.58237051420
578,453811.48000000000,4942151.50000000000,,,0,Need species ID,44.63123491630,-63.58231172430
579,453813.75000000000,4942143.23000000000,,,0,Need species ID,44.63116061530,-63.58228236280
580,453815.14000000000,4942128.74000000000,,,0,Need species ID,44.63103026500,-63.58226353540
581,453816.00000000000,4942111.96000000000,,,0,Need species ID,44.63087926590,-63.58225118350
582,454106.22000000000,4942018.00000000000,,,0,Need species ID,44.63005202720,-63.57858410320
583,454101.31000000000,4942019.34000000000,,,0,Need species ID,44.63006377630,-63.57864612040
584,454073.45000000000,4942010.33000000000,,,0,Need species ID,44.62998088780,-63.57899652800
585,454071.73000000000,4942012.55000000000,,,0,Need species ID,44.63000076240,-63.57901840960
586,453952.15000000000,4942241.20000000000,,,0,Need species ID,44.63205142810,-63.58054639870
587,453953.45000000000,4942235.56000000000,,,0,Need species ID,44.63200073990,-63.58052950370
588,453814.94000000000,4942104.48000000000,Pinus nigra,Austrian Pine,92,Good - Ground Truthed,44.63081186250,-63.58226387310
589,453815.76000000000,4942101.83000000000,Pinus nigra,Austrian Pine,92,Good - Ground Truthed,44.63078805980,-63.58225329730
590,453816.15000000000,4942100.73000000000,Pinus nigra,Austrian Pine,92,Good - Ground Truthed,44.63077818260,-63.58224828170
591,453816.50000000000,4942099.71000000000,Pinus nigra,Austrian Pine,92,Good - Ground Truthed,44.63076902300,-63.58224377760
